repository_id,reference_id,reference_code,reference_label,ekylibre_scope,ekylibre_value
2,19941,AAA15,Table de référence,,
2,19942,AAA16,Calcul logiciel,,
2,19943,AAA17,Saisie logiciel,,
2,19944,AAA18,Analyse,,
2,19945,AAA19,Inconnue,,
2,19947,AAA32,Agriculture intégrée,,
2,19948,AAA33,Agriculture biologique,,
2,19949,AAA34,Agro foresterie,,
2,19910,ABF00,Non calcaire (0 à 5%),,
2,19911,ABF01,Calcaire (>5%),,
2,19912,ABF02,Argileux (>30% A ou >25% A et >55%S),,
2,19913,ABF03,Limoneux (<55% S et <18% A),,
2,19914,ABF04,Limon-argileux (<55% S et 18%<A<35%),,
2,19915,ABF05,Sableux (>55% S et <25% A),,
2,19916,ABF06,Limono-sableux (15%<S<55% et <18% A),,
2,19917,ABF07,Sablo-limoneux (>55% S et <15% A),,
2,19918,ABF08,Non caillouteux (<5%),,
2,19919,ABF09,Caillouteux (>15%),,
2,19920,ABF10,Peu caillouteux (5-15%),,
2,19925,ABF12,hydromorphe (<60cm),,
2,19926,ABF13,non hydromorphe,,
2,19927,ABF14,drainé,,
2,20399,ZAA,Agriculture raisonnée,,
2,20400,ZAB,Certification ISO 9000,,
2,20381,ZAC,Certification ISO 14000,,
2,20402,ZAD,Référentiel Quali'terre,,
2,20403,ZAE,Référentiel FARRE,,
2,19889,ZFD,Non renseigné,,
2,19890,ZFE,Limon,,
2,19891,ZFF,Limon argileux,,
2,19892,ZFG,Argileux,,
2,19893,ZFH,Argile lourde (sol a plus de 50 % d'argile),,
2,19894,ZFI,Argilo-limoneux,,
2,19895,ZFJ,Argilo-calcaire,,
2,19896,ZFK,Argile limono-sableuse,,
2,19909,ZFL,Argilo-sableux,,
2,19897,ZFM,Sable,,
2,19898,ZFM,Limon sableux,,
2,19899,ZFO,Limon sablo-argileux,,
2,19902,ZFS,Sablo-argileux,,
2,19903,ZFT,Sablo-limoneux,,
2,19904,ZFU,sables limono-argileux,,
2,19905,ZFX,Terre de craie,,
2,19906,ZFY,Sol organique (y compris tourbe),,
2,19928,ZGB,Très acide,,
2,19929,ZGC,Acide,,
2,19930,ZGD,Neutre,,
2,19931,ZGE,Basique,,
2,19901,ZGF,Limon non battant,,
2,19921,ZGF,Très superficiel,,
2,19922,ZGG,Superficiel,,
2,19923,ZGH,Moyen (limon...),,
2,19924,ZGI,Profond,,
2,20404,ZGN,Contrat de production,,
2,20425,ZGP,Certification agriculture biologique,,
2,20386,ZGQ,Contrat de production sous Agriconfiance,,
2,20387,ZGR,Charte de production Céréales,,
2,20388,ZGS,Label,,
2,20429,ZGT,Certificat de conformité produit,,
2,20410,ZGU,Cahier des charges d'agriculture durable,,
2,20411,ZGV,Charte de l'agriculture paysanne,,
2,20412,ZHA,Mesures agro-environnementales,,
2,20413,ZHB,Référentiel GLOBAL GAP,,
2,20394,ZHC,"Norme Production ""Pomme de terre"" NF V25 111",,
2,20415,ZHD,Contrat de production Semences/Plants Certifiés,,
2,20436,ZHE,Autres opérations ou contrat,,
2,19907,ZHK,Limon argilo-sableux,,
2,19932,ZJ2,Calibre,,
2,19933,ZJ3,PMG (Poids de Mille Grains),,
2,19934,ZJ4,Humidité,,
2,19935,ZJ5,PS (Poids Spécifique),,
2,19936,ZJ6,Taux d'impuretés,,
2,19937,ZJ7,Taux de Protéines,,
2,19938,ZJ8,Calibrage,,
2,19939,ZJ9,Taux de MS,,
2,19940,ZK1,Taux de nitrates,,
2,27341,ZK2,Teneur en huile,,
2,20397,ZLB,Plan Environnement Agriculture,,
2,20418,ZLC,Autre type d'agriculture,,
2,19900,ZQE,Limon battant,,
2,19908,ZRE,Argile sablo-limoneuse,,
2,20439,ZUA,Zone vulnérable,,
2,20440,ZUB,Zone d'excédent structurel,,
2,20441,ZUC,Zone d'actions complémentaires,,
2,20442,ZUD,Site Natura 2000,,
2,20443,ZUE,Zone d'érosion (arrêté préfectotal),,
2,20444,ZUF,Périmètre de protection de captage,,
2,20445,ZUG,Parcelle ayant reçu des boues de station d'épuration,,
2,22293,ZUH,Zone d'actions renforcées,,
2,22294,ZUI,Appellation d’origine contrôlée ou protégée (AOC ou AOP),,
2,22295,ZUJ,Indication géographique protégée (IGP),,
2,22296,ZUK,Spécialité traditionnelle garantie (STG),,
2,22297,ZUL,Charte de production du maïs doux ARVALIS - Institut du végétal/IRTAC,,
2,22298,ZUM,Charte de production des protéagineux ARVALIS - Institut du végétal / IRTAC,,
2,22299,ZUN,Charte qualité maïs grand sud ouest,,
2,22300,ZUO,Norme Agriconfiance NF V01 – 007 (environnement).,,
3,20109,ABC00,Température,,
3,20110,ABC01,Vitesse du vent,,
3,20111,ABC02,Précipitations,,
3,20112,ABC03,Inondations,,
3,20101,ZHP,Pluies,,
3,20102,ZHQ,Orages,,
3,20103,ZHR,Grêle,,
3,20104,ZHS,Gel,,
3,20105,ZHT,Sécheresse,,
3,20106,ZHU,Chaleur,,
3,20107,ZHV,Météo sans incidence,,
3,20108,ZHW,Vent,,
5,20125,U60,Eléments fertilisants préconisés,ProductNature,mineral_fertilizer
5,22303,U61,Biocides,ProductNature,plant_medicine
5,27511,U62,Stimulateur des défenses naturelles,ProductNature,plant_medicine
5,186,ZIU,Herbicide,ProductNature,plant_medicine
5,187,ZIV,Fongicide,ProductNature,plant_medicine
5,188,ZIW,Insecticide,ProductNature,plant_medicine
5,189,ZIX,Molluscicide / hélicide,ProductNature,plant_medicine
5,190,ZIY,Nématicide,ProductNature,plant_medicine
5,191,ZIZ,Régulateur,ProductNature,plant_medicine
5,192,ZJA,Divers (huiles),ProductNature,plant_medicine
5,193,ZJB,Effluents d'élevage,ProductNature,organic_fertilizer
5,194,ZJC,Fertilisation minérale,ProductNature,mineral_fertilizer
5,195,ZJD,Fertirrigation,ProductNature,mineral_fertilizer
5,196,ZJE,Irrigation,ProductNature,water
5,197,ZJF,Semence,ProductNature,seed
5,198,ZJG,Traitement de semence,ProductNature,plant_medicine
5,199,ZJJ,Acaricides,ProductNature,plant_medicine
5,200,ZJK,Bactéricides,ProductNature,plant_medicine
5,201,ZJL,Moyens biologiques,ProductNature,plant_medicine
5,202,ZJN,Rodenticides,ProductNature,plant_medicine
5,203,ZJO,Taupicides,ProductNature,plant_medicine
5,204,ZJP,Corvicides,ProductNature,plant_medicine
5,205,ZJQ,Corvifuges,ProductNature,plant_medicine
5,206,ZJR,Répulsifs oiseaux-gibiers,ProductNature,plant_medicine
5,207,ZJS,Substance de croissance,ProductNature,plant_medicine
5,208,ZJT,Plants,ProductNature,seed
5,209,ZKA,Sous-produits et déchets issus de filières alimentaires,ProductNature,organic_fertilizer
5,210,ZKB,Sous-produits et déchets issus de filières non alimentaires,ProductNature,organic_fertilizer
5,211,ZKC,Boues résiduaires de station d'épuration et de compost urbain,ProductNature,organic_fertilizer
5,212,ZKD,Fertilisation minérale type Bulk,ProductNature,mineral_fertilizer
5,213,ZKE,Amendements calco-magnésiens,ProductNature,mineral_fertilizer
5,214,ZMT,Inhibiteurs de germination,ProductNature,plant_medicine
5,215,ZQG,Adjuvants,ProductNature,plant_medicine
5,216,ZSU,Fertilisation organo-minérale,ProductNature,mineral_fertilizer
6,217,SCA,Fumier de bovins,ProductNatureVariant,litter_cattle_manure
6,218,SCB,Lisiers de bovins,ProductNatureVariant,pure_cattle_slurry
6,219,SCC,Purin de bovins,ProductNatureVariant,pure_cattle_liquid_manure
6,220,SCD,Fumier de porcins,ProductNatureVariant,pig_manure
6,221,SCE,Lisier de porcins,ProductNatureVariant,pig_slurry
6,222,SCF,Fumier d'ovins,ProductNatureVariant,sheep_manure
6,223,SCG,Lisier d'ovins,,
6,224,SCH,Fumier de caprins,,
6,225,SCI,Lisier de caprins,,
6,226,SCJ,Fumier de chevaux,,
6,227,SCK,Fumier de dindes,,
6,228,SCL,Fientes de dinde,,
6,229,SCM,Lisier de dindes,,
6,230,SCN,Lisier de canards,,
6,231,SCO,Fumier de canards,,
6,232,SCP,Lisier de pintades,,
6,233,SCQ,Fientes de pintades,,
6,234,SCR,Fumier de pintades,,
6,235,SCS,Fientes de poules pondeuses,,
6,236,SCT,Fumier de poules pondeuses,,
6,237,SCU,Fumier de poulets de chair,,
6,238,SCV,Fientes fraîches de poulets de chair,,
6,239,SCW,Lisier de poulets de chair,,
6,240,SCY,Lisier de lapins,,
6,241,SDA,Vinasses de betteraves,,
6,2056,SDB,Ecumes de sucrerie,,
6,243,SDC,Fumier de champignons,,
6,244,SDD,Lombricompost,,
6,245,SDE,Tourbe,,
6,246,SDF,Refus de tamisage fumier de porc,,
6,247,SDG,Soluble de pomme de terre,,
6,248,SDH,Marc de raisin,,
6,249,SDI,Compost de déchet vert,,
6,250,SDJ,Autres sous produits et déchets issus des filières alimentaires,,
6,2047,SDK,Carbonate de Calcium,,
6,252,SDL,Boue d'épuration,,
6,253,SDQ,Effluents viticoles,,
6,254,SDR,Compost urbain,,
6,255,SDS,Autres boues résiduaires de station d'épuration et de compost urbain,,
6,256,SDT,Terre de récupération,,
6,257,SDU,Eaux de lavage,,
6,258,SDV,Eaux de lavage produits terreux,,
6,259,SDW,Eaux de lavage produits non terreux,,
6,260,SDX,Autres sous-produits et déchets de filières non alimentaires,,
6,261,SDY,Boues de papeterie,,
6,1761,SJA,pur,,
6,1762,SJB,dilué,,
6,1763,SJC,très dilué (non couvert),,
6,1764,SJD,très pailleux,,
6,1765,SJE,composté sec,,
6,1766,SJF,composté humide,,
6,1767,SJG,pas de compost,,
6,1768,SJH,engraissement,,
6,1769,SJI,litière accumulée,,
6,1770,SJJ,litière raclée,,
6,1771,SJK,mous de logette,,
6,1772,SJL,étable entravée,,
6,1773,SJM,pente paillée,,
6,1774,SJN,alimentation classique,,
6,1775,SJO,alimentation biphase,,
6,1776,SJP,paille,,
6,1777,SJQ,sciure,,
6,1778,SJR,copeaux,,
6,1779,SJS,% Matière sèche ?????,,
6,1780,SJT,label (oui/non),,
6,1781,SJU,chaulée (oui/non),,
6,1782,SJV,origine urbaine,,
6,1783,SKA,origine papeterie,,
6,1784,SKB,origine laiterie,,
6,1785,SKC,abattoir,,
6,1786,SKD,brut,,
6,1787,SKE,centrifugé,,
6,1788,SKF,humides,,
6,1789,SKG,préséchées,,
6,1790,SKH,séchées,,
6,1791,SKI,avant stockage,,
6,1792,SKJ,après stockage conditions humides,,
6,1793,SKK,après stockage conditions sèches,,
6,1794,SKL,frais,,
6,1795,SKM,mûr,,
6,1796,SKN,Solide,,
6,1797,SKO,liquide,,
6,1798,SKP,Compact,,
6,2043,U01,Craie,,
6,2044,U02,Maërl,,
6,2045,U03,Marne,,
6,2046,U04,Dolomie,,
6,2048,U05,Carbonate de magnésium,,
6,2049,U06,Chaux vive,,
6,2050,U07,Chaux éteinte,,
6,2051,U08,Chaux calcique,,
6,2052,U09,Chaux magnésienne,,
6,2053,U10,Chaux calco-magnésienne,,
6,2054,U11,Amendement calcique mixte,,
6,2055,U12,Amendement magnésien mixte,,
6,2057,U14,Amendement basique sidérurgique,,
6,2058,U15,Craie broyée,,
6,2059,U16,Craie phosphatée,,
6,2060,U17,Coquilles d’œufs,,
6,2061,U18,Autre amendement calco-magnésien,,
6,20124,U50,Semences non certifiées,,
6,262,ZOK,Lisier de veau,,
6,1751,ZQA,Semences certifiées,,
6,1749,ZQB,Non OGM,,
6,1750,ZQC,OGM,,
6,1752,ZQD,Semences de ferme,,
6,1753,ZQE,Génération G0,,
6,1754,ZQF,Génération G1,,
6,1755,ZQG,Génération G2,,
6,1756,ZQH,Génération G3,,
6,1757,ZQI,Génération G4,,
6,1758,ZQJ,Génération R1,,
6,1759,ZQK,Génération R2,,
6,1760,ZQL,Génération R3,,
9,263,ZMS,Plan de fumure,,
9,264,ZMT,Plan phyto,,
9,265,ZMU,Avertissement,,
9,266,ZMV,Préconisation,,
9,267,ZMW,Autre conseil,,
9,268,ZMX,Analyse de sol,,
9,269,ZMY,Analyse de plantes cultivées,,
9,270,ZMZ,Adventices,,
9,271,ZNA,Parasites,,
9,272,ZNB,Conditions météorologiques,,
9,273,ZNC,Autres mesures/OAD,,
9,274,ZND,Tour de plaine,,
9,275,ZNE,Autre observation,,
9,276,ZRA,Tours d'eau,,
9,277,ZRB,Bilan hydrique,,
9,278,ZRC,Bilan fertilisation,,
9,279,ZRD,Réglementation,,
11,20116,ABD01,Préconisé,,
11,20117,ABD02,Pas de traitement préconisé,,
11,20114,ZK1,Evènement prévu,,
11,20115,ZK2,Evènement réalisé,,
14,27542,AAT00,Bouturage,,
14,27543,AAT01,Distançage,,
14,27544,AAT02,Eboutonnage,,
14,27545,AAT03,Effleurage,,
14,27546,AAT04,Empotage,,
14,27547,AAT05,Entretien de nichoirs / gîtes,,
14,27548,AAT06,Entretien des aménagements paysagers,,
14,27549,AAT07,Fauche des drageons,,
14,27550,AAT08,Gestion d'animaux pour la gestion des bioagresseurs,,
14,27551,AAT09,Greffage,,
14,27552,AAT10,Manipulation de protection anti-grêle,,
14,27553,AAT11,Manipulation de protection anti-insecte mono-parcelle,,
14,27554,AAT12,Manipulation de protection anti-insecte mono-rang,,
14,27555,AAT13,Manipulation de protection anti-pluie,,
14,27556,AAT14,Nettoyage de plantes,,
14,27557,AAT15,Pincement,,
14,27558,AAT16,Préparation d'extraits végétaux,,
14,27559,AAT17,Relevé de piègeage massif,,
14,27560,AAT18,Relevé de pièges campagnols,,
14,27561,AAT19,Relevé de pièges monitoring,,
14,27562,AAT20,Rempotage / repiquage,,
14,27563,AAT21,Repiquage,,
14,27564,AAT22,Suppression des organes contaminés,,
14,27565,AAT23,Surfaçage,,
14,27566,AAT24,Taille des racines,,
14,27567,AAT25,Tuteurage,,
14,27568,AAT26,Utilisation d'OAD,,
14,1959,SEA,Arrachage,,
14,1960,SEB,Binage,Procedo,hoeing
14,1961,SEC,Broyage cailloux,Procedo,crop_residues_grinding
14,1962,SED,Buttage,Procedo,hoeing
14,1963,SEE,Déchaumage,Procedo,superficial_plowing
14,1964,SEF,Décompactage,Procedo,superficial_plowing
14,1965,SEG,Défanage,Procedo,topkilling
14,1966,SEH,Andainage,Procedo,swathing
14,1967,SEI,Enfouissement,Procedo,hoeing
14,1968,SEJ,Ensilage,Procedo,direct_silage
14,1969,SEK,Epandage organique,Procedo,fertilizing
14,1970,SEL,Fauchage,Procedo,plant_mowing
14,2007,SEM,Fertilisation,Procedo,fertilizing
14,1972,SEN,Hersage,Procedo,raking
14,1973,SEO,Irrigation,Procedo,plant_watering
14,1974,SEP,Labour,Procedo,plowing
14,1975,SEQ,Moisson,Procedo,harvesting_with_plant_or_land_parcel
14,1976,SER,Récolte,Procedo,harvesting_with_plant_or_land_parcel
14,2000,SES,Roulage,Procedo,rolling
14,2018,SET,Semis classique,Procedo,sowing_without_plant_output
14,1979,SEU,Semis direct,Procedo,sowing_without_plant_output
14,1980,SEV,Sous solage,Procedo,rolling
14,1981,SEW,Plantation,Procedo,sowing_without_plant_output
14,1982,SEX,Traitement phytosanitaire,Procedo,spraying
14,1983,SFA,Epuration,Procedo,plant_grinding
14,1984,SFB,Paillage,Procedo,generic_covering
14,1985,SFC,Castration,Procedo,plant_grinding
14,1986,SFD,Triage au champ,,
14,1987,SFE,Pressage,Procedo,straw_bunching
14,1988,SFG,Billonnage,,
14,1989,SFH,Solarisation,,
14,1990,SFI,Bâchage,Procedo,plastic_mulching
14,1991,SFJ,Tamisage et/ou Epierrage,,
14,1992,SFK,Broyage des résidus,Procedo,crop_residues_grinding
14,1997,V85,Aménagement foncier,Procedo,earth_work
14,1998,V86,Désinfection,,
14,2002,V87,Surgreffage,,
14,2003,V88,Piquetage/Marquants,,
14,2004,V89,Dévitalisation,,
14,2006,V90,Installation de protection,,
14,2009,V91,Observation carences,,
14,2010,V92,Complantation/recépage/marcotage,Procedo,vine_complanting
14,2011,V93,Décavaillonage,,
14,2012,V94,Cavaillonage,,
14,2013,V95,Désherbage,Procedo,spraying
14,2015,V96,"Travail de surface (binage, hersage, griffage, ...)",Procedo,hoeing
14,2017,V97,Palissage (mise en place et entretien),Procedo,trellising
14,2019,V98,Tonte,Procedo,land_parcel_grinding
14,2020,V99,"Brulage enherbement (estivage, ..)",,
14,2021,W01,Taille (badigeonnage compris),Procedo,vine_pruning
14,2022,W02,Pré -taille,Procedo,vine_pre_pruning
14,2023,W03,Broyage des bois de taille,Procedo,crop_residues_grinding
14,2024,W04,Tirage et/ou Brûlage des bois,Procedo,trellising
14,2025,W05,Liage/Attachage/Pliage,Procedo,trellising
14,2026,W06,Pliage (à la taille),Procedo,trellising
14,2027,W07,"Relevage, accolage",Procedo,trellising
14,2028,W08,Egourmandage (=epamprage),Procedo,trellising
14,2029,W09,Rognage / Ecimage,Procedo,land_parcel_grinding
14,2030,W10,Ebourgeonnage,Procedo,trellising
14,2031,W11,Effeuillage,Procedo,vine_leaves_removing
14,2032,W12,Eclaircissage,Procedo,land_parcel_grinding
14,2033,W13,"Vendange en vert (grapillonnage, ...)",,
14,2034,W14,Taille en vert,Procedo,vine_pruning
14,2035,W15,Rajout de terre,,
14,2036,W16,Lutte biologique,Procedo,vine_capsuls_dispersing
14,2038,W18,Protection climatique,,
14,2039,W19,Vendange,Procedo,harvesting_with_plant_or_land_parcel
14,2040,W20,Contrôle maturité,,
14,2041,W21,Observation ravageurs et maladies,,
14,2042,W22,Autres observations,,
14,22733,W23,Fanage,Procedo,swathing
14,22736,W24,Transport,,
14,22742,W25,Pâturage,Procedo,pasturing
14,27229,W26,Brûlage des résidus,,
14,27339,W27,Engaignage,,
14,27340,W28,Haubanage,,
14,1993,ZKE,Semis de précision,Procedo,sowing_without_plant_output
14,1994,ZTA,Destruction des mâles (maïs),Procedo,plant_grinding
14,1995,ZTB,Fermeture du silo,,
14,1996,ZTC,Autre type de travail,Procedo,sowing_without_plant_output
15,1829,W78,Raisin de table,ProductNatureVariant,grape
15,1830,W79,Raisin de cuve,ProductNatureVariant,grape
15,1831,W80,Raisin apyrène,ProductNatureVariant,grape
15,1832,W81,Double fin,ProductNatureVariant,matter
15,318,ZJH,"Produit principal (grain, racine, tubercule)",ProductNatureVariant,grain
15,319,ZJI,Coproduit (paille),ProductNatureVariant,straw
17,1659,H57,Fleur,,
17,1660,H58,Aromatique,,
17,1661,H59,Bois,,
17,1662,H60,bourgeons,,
17,1663,H61,Cuve,,
17,1664,H62,feuilles et fruits,,
17,1665,H63,Fruit,,
17,1666,H64,racines fraîches,,
17,1667,H65,racines séchées,,
17,1668,H66,Table,,
17,1528,H72,Autre,,
17,1870,V46,Vin,,
17,1871,V47,Raisin de table,,
17,1872,V48,Raisin sec,,
17,1873,V49,Jus de raisin,,
17,1874,V50,alcool de distillerie,,
17,1875,V51,Vinaigre,,
17,1876,V52,Autre destination,,
17,1670,ZEO,pâturée,,
17,1671,ZEP,fauchée,,
17,1672,ZEQ,pâturée et fauchée,,
17,1673,ZER,Fibre,,
17,1674,ZER,fibre,,
17,1675,ZET,papeterie,,
17,1676,ZEX,textile,,
17,1677,ZLD,Grain(es),,
17,1678,ZLE,Semence,,
17,1679,ZLF,Fourrage(r.) = Prairie,,
17,1680,ZLG,Biscuit,,
17,1681,ZLH,Meunier,,
17,1682,ZLI,Ethanol,,
17,1683,ZLJ,Amidon,,
17,1684,ZLO,Plant (générique),,
17,1685,ZLQ,Frais,,
17,1686,ZLR,conso,,
17,1687,ZLS,Transformation,,
17,1688,ZMP,Potager,,
17,1689,ZMW,Primeur,,
17,1690,ZNA,Destruction (générique),,
17,1691,ZNS,industrie,,
17,1692,ZPA,Déshydraté,,
18,1107,E01,Abricotier,MasterProduction,apricot
18,1108,E02,Achillée millefeuille,MasterProduction,crop_production
18,1109,E03,Agrostide blanche,MasterProduction,crop_production
18,1110,E04,Agrostide des chiens,MasterProduction,crop_production
18,1111,E05,Agrostide jouet du vent,MasterProduction,crop_production
18,1112,E06,Agrostide montana,MasterProduction,crop_production
18,1113,E07,Agrostide stolonifère,MasterProduction,crop_production
18,1115,E08,Aigremoine,MasterProduction,crop_production
18,1117,E09,Ail des ours,MasterProduction,crop_production
18,1118,E10,Ail rocambole,MasterProduction,crop_production
18,1119,E11,Alchémille,MasterProduction,crop_production
18,1120,E12,Alliaire,MasterProduction,crop_production
18,1122,E13,Alpiste roseau,MasterProduction,crop_production
18,1123,E14,Amandier,MasterProduction,almond
18,1124,E15,Amaranthe,MasterProduction,crop_production
18,1125,E16,Ambérique = pousse de soja,MasterProduction,crop_production
18,1126,E17,Ananas,MasterProduction,pineapple
18,1127,E18,Ancolie,MasterProduction,crop_production
18,1128,E19,Anémone,MasterProduction,crop_production
18,1129,E20,Aneth,MasterProduction,dill
18,1130,E21,Angelique,MasterProduction,angelica
18,1131,E22,Anis,MasterProduction,anise
18,1132,E23,Argousier,MasterProduction,crop_production
18,1133,E24,Armoise,MasterProduction,crop_production
18,1134,E25,Arnica,MasterProduction,crop_production
18,1138,E26,Aunée,MasterProduction,crop_production
18,1139,E27,Avocatier,MasterProduction,avocado
18,1141,E28,Avoine brésilienne,MasterProduction,spring_oat
18,1142,E29,Avoine byzantine,MasterProduction,spring_oat
18,1143,E30,Avoine jaunâtre,MasterProduction,spring_oat
18,1144,E31,Avoine nue,MasterProduction,spring_oat
18,1145,E32,Ballote,MasterProduction,crop_production
18,1146,E33,Balsamite,MasterProduction,crop_production
18,1147,E34,Bananier,MasterProduction,banana
18,1148,E35,Bardane,MasterProduction,burdock
18,1149,E36,Basilic,MasterProduction,basil
18,1150,E37,Belladone,MasterProduction,crop_production
18,1151,E38,Benoîte,MasterProduction,crop_production
18,1155,E39,Bouillon blanc (molène),MasterProduction,crop_production
18,1156,E40,Bourrache,MasterProduction,borage
18,1157,E41,Brome biebersteinii,MasterProduction,bromus
18,1158,E42,Brome carinatus,MasterProduction,bromus
18,1159,E43,Brome cathartique,MasterProduction,bromus
18,1161,E44,Brome dressé,MasterProduction,bromus
18,1162,E45,Brome faux-seigle,MasterProduction,bromus
18,1163,E46,Brome fibreux,MasterProduction,bromus
18,1164,E47,Brome inerme,MasterProduction,bromus
18,1165,E48,Brome mou,MasterProduction,bromus
18,1166,E49,Brome sitchensis,MasterProduction,bromus
18,1167,E50,Brome stérile,MasterProduction,bromus
18,1168,E51,Brunelle vulgaire,MasterProduction,crop_production
18,1169,E52,Bugle rampant,MasterProduction,bugle
18,1170,E53,Buplèvre,MasterProduction,crop_production
18,1171,E54,Cameline,MasterProduction,camelina
18,1172,E55,Camomille,MasterProduction,chamomile
18,1173,E56,Capucine,MasterProduction,crop_production
18,1176,E57,Caroube,MasterProduction,carob
18,1177,E58,Carthame,MasterProduction,crop_production
18,1178,E59,Carvi,MasterProduction,caraway
18,1179,E60,Caseiller,MasterProduction,crop_production
18,1181,E61,Cataire ou Chataire,MasterProduction,crop_production
18,1184,E62,Centaurée bleuet,MasterProduction,cornflower
18,1185,E63,Centaurée d'Espagne,MasterProduction,cornflower
18,1186,E64,Centaurée du solstice,MasterProduction,cornflower
18,1187,E65,Centaurée jacée,MasterProduction,cornflower
18,1188,E66,Centaurée scabieuse,MasterProduction,cornflower
18,1190,E67,Cerisier,MasterProduction,cherry
18,1192,E68,Chardon,MasterProduction,crop_production
18,1194,E69,Châtaignier,MasterProduction,chesnut
